HDR,ROLLING SYSTEM DEMAND,
VD,20200302151500,35843
VD,20200302152000,35885
VD,20200302152500,36029
VD,20200302153000,36155
VD,20200302153500,36420
VD,20200302154000,36661
VD,20200302154500,36933
VD,20200302155000,37230
VD,20200302155500,37430
VD,20200302160000,37537
VD,20200302160500,37541
VD,20200302161000,37502
VD,20200302161500,37724
VD,20200302162000,38019
VD,20200302162500,38317
VD,20200302163000,38634
VD,20200302163500,38919
VD,20200302164000,39203
VD,20200302164500,39489
VD,20200302165000,39926
VD,20200302165500,40172
VD,20200302170000,40230
VD,20200302170500,40421
VD,20200302171000,40685
VD,20200302171500,40520
VD,20200302172000,40822
VD,20200302172500,41170
VD,20200302173000,41485
VD,20200302173500,41542
VD,20200302174000,41755
VD,20200302174500,42093
VD,20200302175000,42393
VD,20200302175500,42594
VD,20200302180000,42872
VD,20200302180500,43387
VD,20200302181000,43483
VD,20200302181500,43576
VD,20200302182000,43684
VD,20200302182500,43778
VD,20200302183000,43867
VD,20200302183500,44000
VD,20200302184000,44029
VD,20200302184500,44041
VD,20200302185000,43969
VD,20200302185500,43828
VD,20200302190000,43678
VD,20200302190500,43634
VD,20200302191000,43505
VD,20200302191500,43380
VD,20200302192000,43320
VD,20200302192500,43028
VD,20200302193000,42711
VD,20200302193500,42656
VD,20200302194000,42439
VD,20200302194500,42134
VD,20200302195000,41681
VD,20200302195500,41474
VD,20200302200000,41248
VD,20200302200500,41268
VD,20200302201000,41116
VD,20200302201500,40909
VD,20200302202000,40686
VD,20200302202500,40344
VD,20200302203000,40118
VD,20200302203500,39863
VD,20200302204000,39230
VD,20200302204500,39001
VD,20200302205000,38791
VD,20200302205500,38361
VD,20200302210000,38137
VD,20200302210500,37766
VD,20200302211000,37312
VD,20200302211500,36922
VD,20200302212000,36566
VD,20200302212500,36217
VD,20200302213000,35809
VD,20200302213500,35519
VD,20200302214000,35189
VD,20200302214500,34796
VD,20200302215000,34402
VD,20200302215500,33906
VD,20200302220000,33518
VD,20200302220500,33189
VD,20200302221000,32799
VD,20200302221500,32414
VD,20200302222000,31843
VD,20200302222500,31383
VD,20200302223000,31222
VD,20200302223500,31035
VD,20200302224000,30806
VD,20200302224500,30538
VD,20200302225000,30243
VD,20200302225500,29989
VD,20200302230000,29635
VD,20200302230500,29241
VD,20200302231000,29174
VD,20200302231500,28975
VD,20200302232000,28858
VD,20200302232500,28770
VD,20200302233000,28743
VD,20200302233500,28740
VD,20200302234000,28707
VD,20200302234500,28640
VD,20200302235000,28536
VD,20200302235500,28413
FTR,288,
